GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0003746	0.0471040016150781	23.5643274853801	0.0481065745651906	1	10	translation elongation factor activity	ENSXMAG00000006050	eef1b2
GO:0003854	0.019107730303829	70.7456140350877	0.0192426298260762	1	4	3-beta-hydroxy-delta5-steroid dehydrogenase activity	ENSXMAG00000009534	nsdhl
GO:0003954	0.0332046014720234	35.359649122807	0.0336746021956334	1	7	NADH dehydrogenase activity	ENSXMAG00000018033	ndufs3
GO:0003955	0.0285277197376405	42.4368421052632	0.0288639447391143	1	6	NAD(P)H dehydrogenase (quinone) activity	ENSXMAG00000018033	ndufs3
GO:0004128	0.00959876310162122	212.289473684211	0.00962131491303811	1	2	cytochrome-b5 reductase activity, acting on NAD(P)H	ENSXMAG00000015561	cyb5r2
GO:0004175	0.0450113387859241	4.04141104294479	0.798569137782164	3	166	endopeptidase activity	ENSXMAG00000003712,ENSXMAG00000009831,ENSXMAG00000006319	sppl3,psen2,f7l
GO:0004190	0.00120682496074675	48.4024024024024	0.0529172320217096	2	11	aspartic-type endopeptidase activity	ENSXMAG00000003712,ENSXMAG00000009831	sppl3,psen2
GO:0004364	0.0378595422797506	30.3045112781955	0.0384852596521525	1	8	glutathione transferase activity	ENSXMAG00000008063	gstt2
GO:0004523	0.00959876310162122	212.289473684211	0.00962131491303811	1	2	RNA-DNA hybrid ribonuclease activity	ENSXMAG00000002357	rnaseh1
GO:0004712	0.019107730303829	70.7456140350877	0.0192426298260762	1	4	protein serine/threonine/tyrosine kinase activity	ENSXMAG00000003761	dyrk3
GO:0005375	0.0143644198862029	106.131578947368	0.0144319723695572	1	3	copper ion transmembrane transporter activity	ENSXMAG00000009349	atp7a
GO:0008137	0.0285277197376405	42.4368421052632	0.0288639447391143	1	6	NADH dehydrogenase (ubiquinone) activity	ENSXMAG00000018033	ndufs3
GO:0008962	0.0048106574565191	Inf	0.00481065745651906	1	1	phosphatidylglycerophosphatase activity	ENSXMAG00000018033	ndufs3
GO:0009019	0.0143644198862029	106.131578947368	0.0144319723695572	1	3	tRNA (guanine-N1-)-methyltransferase activity	ENSXMAG00000001869	trmt10b
GO:0015399	0.0466695805734867	6.17606177606178	0.346367336869372	2	72	primary active transmembrane transporter activity	ENSXMAG00000018033,ENSXMAG00000009349	ndufs3,atp7a
GO:0015453	0.0332046014720234	35.359649122807	0.0336746021956334	1	7	oxidoreduction-driven active transmembrane transporter activity	ENSXMAG00000018033	ndufs3
GO:0016423	0.0285277197376405	42.4368421052632	0.0288639447391143	1	6	tRNA (guanine) methyltransferase activity	ENSXMAG00000001869	trmt10b
GO:0016491	0.036611018433016	2.95888512473052	1.86172443567288	5	387	oxidoreductase activity	ENSXMAG00000009534,ENSXMAG00000008454,ENSXMAG00000015561,ENSXMAG00000018033,ENSXMAG00000014560	nsdhl,dus4l,cyb5r2,ndufs3,hsd17b8
GO:0016651	0.00328654266791876	27.2027027027027	0.086591834217343	2	18	oxidoreductase activity, acting on NAD(P)H	ENSXMAG00000015561,ENSXMAG00000018033	cyb5r2,ndufs3
GO:0016653	0.0238287963927032	53.0526315789474	0.0240532872825953	1	5	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	ENSXMAG00000015561	cyb5r2
GO:0016655	0.0285277197376405	42.4368421052632	0.0288639447391143	1	6	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	ENSXMAG00000018033	ndufs3
GO:0016891	0.0424926423971836	26.5131578947368	0.0432959171086715	1	9	endoribonuclease activity, producing 5'-phosphomonoesters	ENSXMAG00000002357	rnaseh1
GO:0016893	0.0471040016150781	23.5643274853801	0.0481065745651906	1	10	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	ENSXMAG00000002357	rnaseh1
GO:0017150	0.00959876310162122	212.289473684211	0.00962131491303811	1	2	tRNA dihydrouridine synthase activity	ENSXMAG00000008454	dus4l
GO:0019901	0.0471040016150781	23.5643274853801	0.0481065745651906	1	10	protein kinase binding	ENSXMAG00000010329	fbxo7
GO:0030350	0.0048106574565191	Inf	0.00481065745651906	1	1	iron-responsive element binding	ENSXMAG00000002195	IREB2
GO:0033764	0.0424926423971836	26.5131578947368	0.0432959171086715	1	9	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	ENSXMAG00000009534	nsdhl
GO:0046915	0.0285277197376405	42.4368421052632	0.0288639447391143	1	6	transition metal ion transmembrane transporter activity	ENSXMAG00000009349	atp7a
GO:0050136	0.0285277197376405	42.4368421052632	0.0288639447391143	1	6	NADH dehydrogenase (quinone) activity	ENSXMAG00000018033	ndufs3
GO:0052905	0.00959876310162122	212.289473684211	0.00962131491303811	1	2	tRNA (guanine(9)-N(1))-methyltransferase activity	ENSXMAG00000001869	trmt10b
GO:0070001	0.00120682496074675	48.4024024024024	0.0529172320217096	2	11	aspartic-type peptidase activity	ENSXMAG00000003712,ENSXMAG00000009831	sppl3,psen2
GO:0140098	0.0107490831224147	5.09507667473769	0.870728999629949	4	181	catalytic activity, acting on RNA	ENSXMAG00000002357,ENSXMAG00000008454,ENSXMAG00000001869,ENSXMAG00000015687	rnaseh1,dus4l,trmt10b,POLR2A
GO:0140101	0.0420933688244127	6.55364455364455	0.327124707043296	2	68	catalytic activity, acting on a tRNA	ENSXMAG00000008454,ENSXMAG00000001869	dus4l,trmt10b
GO:0140581	0.00959876310162122	212.289473684211	0.00962131491303811	1	2	P-type monovalent copper transporter activity	ENSXMAG00000009349	atp7a
