GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0000502	0.00198690699907709	8.42678347934919	0.542461762563729	4	38	proteasome complex	ENSXMAG00000007637,ENSXMAG00000014635,ENSXMAG00000002605,ENSXMAG00000014628	psmb10,psmb13a,psma6l,psmb12
GO:0005839	8.05923980582089e-05	22.1080196399345	0.242680262199563	4	17	proteasome core complex	ENSXMAG00000007637,ENSXMAG00000014635,ENSXMAG00000002605,ENSXMAG00000014628	psmb10,psmb13a,psma6l,psmb12
GO:0005886	0.00127063700447987	2.21290423371348	12.690750182083	24	889	plasma membrane	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000010299,ENSXMAG00000014028,ENSXMAG00000016924,ENSXMAG00000020259,ENSXMAG00000004452,ENSXMAG00000006850,ENSXMAG00000013235,ENSXMAG00000013259,ENSXMAG00000016406,ENSXMAG00000018102,ENSXMAG00000020050,ENSXMAG00000008678,ENSXMAG00000013226,ENSXMAG00000020133,ENSXMAG00000020160,ENSXMAG00000002032,ENSXMAG00000004917,ENSXMAG00000006774,ENSXMAG00000009679,ENSXMAG00000017113,ENSXMAG00000019599,ENSXMAG00000019721	cxcr4a,cxcr3.2,AIF1,grna,XCR1,ccr12a,p2rx4b,CXCR3,sele,PTAFR,c6,lpar3,CCR9,slc8a4b,GPR141,GPR12,PHKA2,ntrk2b,cd79a,CHRNA9,MCOLN3,si:dkeyp-92c9.2,HTR1B
GO:0016020	0.00534528922901551	1.73881464264962	50.0349599417334	63	3505	membrane	ENSXMAG00000002924,ENSXMAG00000003684,ENSXMAG00000004022,ENSXMAG00000006371,ENSXMAG00000006858,ENSXMAG00000009987,ENSXMAG00000010299,ENSXMAG00000011001,ENSXMAG00000012498,ENSXMAG00000012600,ENSXMAG00000013364,ENSXMAG00000013745,ENSXMAG00000014028,ENSXMAG00000014564,ENSXMAG00000015389,ENSXMAG00000016252,ENSXMAG00000016471,ENSXMAG00000016924,ENSXMAG00000018059,ENSXMAG00000020259,ENSXMAG00000002421,ENSXMAG00000004434,ENSXMAG00000004452,ENSXMAG00000006850,ENSXMAG00000006906,ENSXMAG00000007629,ENSXMAG00000008646,ENSXMAG00000011632,ENSXMAG00000013235,ENSXMAG00000013259,ENSXMAG00000015872,ENSXMAG00000016406,ENSXMAG00000017090,ENSXMAG00000018102,ENSXMAG00000020050,ENSXMAG00000003019,ENSXMAG00000004804,ENSXMAG00000006598,ENSXMAG00000008678,ENSXMAG00000013226,ENSXMAG00000013664,ENSXMAG00000014354,ENSXMAG00000017177,ENSXMAG00000019177,ENSXMAG00000020133,ENSXMAG00000020160,ENSXMAG00000020395,ENSXMAG00000002032,ENSXMAG00000003945,ENSXMAG00000004433,ENSXMAG00000004917,ENSXMAG00000006388,ENSXMAG00000006774,ENSXMAG00000007818,ENSXMAG00000008414,ENSXMAG00000009679,ENSXMAG00000012582,ENSXMAG00000017113,ENSXMAG00000017461,ENSXMAG00000017646,ENSXMAG00000019599,ENSXMAG00000019721,ENSXMAG00000020156	CD3D,cxcr4a,il10ra,cybb,cxcr3.2,mfng,AIF1,GPR18,gpat3,SDHB,tnfb,rassf4a,grna,tap2a,mpeg1.2,fam49al,INPP5D,XCR1,p2ry11,ccr12a,PTPRC,TLR7,p2rx4b,CXCR3,gpr34b,tlr9,cd74a,ocstamp,sele,PTAFR,si:dkey-102c8.3,c6,ninj1,lpar3,CCR9,lrit1a,gsg1l,si:dkey-24p1.1,slc8a4b,coro1a,CALN1,abhd6b,EFNB2,GPR141,GPR12,tlr22,PHKA2,GPM6A,TLR8,ntrk2b,srd5a2b,cd79a,SLC10A1,tlr1,CHRNA9,tnfsf13b,MCOLN3,mipb,SEMA4G,si:dkeyp-92c9.2,HTR1B,slc35g2b
GO:0019814	0.0142753095411509	Inf	0.0142753095411508	1	1	immunoglobulin complex	ENSXMAG00000006774	cd79a
GO:0019815	0.0142753095411509	Inf	0.0142753095411508	1	1	B cell receptor complex	ENSXMAG00000006774	cd79a
GO:0048786	0.028348884667166	69.7525773195876	0.0285506190823015	1	2	presynaptic active zone	ENSXMAG00000019376	BSN
GO:0071944	0.000608354967989059	2.28351972101972	13.5615440640932	26	950	cell periphery	ENSXMAG00000003684,ENSXMAG00000006858,ENSXMAG00000010299,ENSXMAG00000014028,ENSXMAG00000016924,ENSXMAG00000020259,ENSXMAG00000004452,ENSXMAG00000006850,ENSXMAG00000013235,ENSXMAG00000013259,ENSXMAG00000016406,ENSXMAG00000018102,ENSXMAG00000020050,ENSXMAG00000008678,ENSXMAG00000013226,ENSXMAG00000013664,ENSXMAG00000018981,ENSXMAG00000020133,ENSXMAG00000020160,ENSXMAG00000002032,ENSXMAG00000004917,ENSXMAG00000006774,ENSXMAG00000009679,ENSXMAG00000017113,ENSXMAG00000019599,ENSXMAG00000019721	cxcr4a,cxcr3.2,AIF1,grna,XCR1,ccr12a,p2rx4b,CXCR3,sele,PTAFR,c6,lpar3,CCR9,slc8a4b,coro1a,dvl3a,GPR141,GPR12,PHKA2,ntrk2b,cd79a,CHRNA9,MCOLN3,si:dkeyp-92c9.2,HTR1B
GO:1905368	0.0076341169955823	5.60367125573634	0.785142024763292	4	55	peptidase complex	ENSXMAG00000007637,ENSXMAG00000014635,ENSXMAG00000002605,ENSXMAG00000014628	psmb10,psmb13a,psma6l,psmb12
GO:1905369	0.00288458308712156	7.53527435610302	0.599563000728332	4	42	endopeptidase complex	ENSXMAG00000007637,ENSXMAG00000014635,ENSXMAG00000002605,ENSXMAG00000014628	psmb10,psmb13a,psma6l,psmb12
