GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	GENEID_list	GENENAME_list
GO:0005771	0.0474956580200572	40.8475609756098	0.0480699198834669	1	2	multivesicular body	ENSXMAG00000005898	SORL1
GO:0005861	0.00102953143078135	20.6604938271605	0.216314639475601	3	9	troponin complex	ENSXMAG00000008583,ENSXMAG00000013411,ENSXMAG00000008943	tnnt1,TNNI2,tnnt2e
GO:0005865	0.00144488940088118	17.7063492063492	0.240349599417334	3	10	striated muscle thin filament	ENSXMAG00000008583,ENSXMAG00000013411,ENSXMAG00000008943	tnnt1,TNNI2,tnnt2e
GO:0005886	0.00355226632577118	1.7742957903665	21.367079388201	34	889	plasma membrane	ENSXMAG00000005898,ENSXMAG00000006485,ENSXMAG00000003252,ENSXMAG00000008989,ENSXMAG00000010783,ENSXMAG00000011587,ENSXMAG00000014745,ENSXMAG00000016012,ENSXMAG00000017078,ENSXMAG00000017867,ENSXMAG00000000088,ENSXMAG00000004073,ENSXMAG00000004218,ENSXMAG00000005227,ENSXMAG00000007732,ENSXMAG00000007774,ENSXMAG00000010645,ENSXMAG00000010656,ENSXMAG00000011216,ENSXMAG00000012490,ENSXMAG00000016969,ENSXMAG00000000886,ENSXMAG00000002823,ENSXMAG00000003649,ENSXMAG00000004154,ENSXMAG00000004542,ENSXMAG00000005522,ENSXMAG00000005591,ENSXMAG00000007866,ENSXMAG00000008384,ENSXMAG00000011065,ENSXMAG00000015006,ENSXMAG00000015101,ENSXMAG00000016544	SORL1,SGCZ,PCDH12,EPHB2,AVPR2,scn12aa,trhrb,ERBB4,rh50,stoml3b,WASL,gja8a,grm3,notch1a,SLC4A2,PKD2L1,CACNB3,ADCY6,grm5b,CRHR1,ADCY2,kcnc3a,SLCO5A1,NTSR1,PCDH8,NCSTN,WDPCP,erbb4a,CHRNA9,MERTK,gng2,KCNAB1,GRM4
GO:0016010	0.0111379476447753	16.4294478527607	0.168244719592134	2	7	dystrophin-associated glycoprotein complex	ENSXMAG00000006485,ENSXMAG00000012490	SGCZ
GO:0016011	0.00547463766088486	27.3905930470348	0.120174799708667	2	5	dystroglycan complex	ENSXMAG00000006485,ENSXMAG00000012490	SGCZ
GO:0016012	0.00547463766088486	27.3905930470348	0.120174799708667	2	5	sarcoglycan complex	ENSXMAG00000006485,ENSXMAG00000012490	SGCZ
GO:0016020	0.0079026501696551	1.48876087202078	84.2425345957757	100	3505	membrane	ENSXMAG00000003675,ENSXMAG00000004767,ENSXMAG00000005898,ENSXMAG00000006485,ENSXMAG00000012411,ENSXMAG00000001466,ENSXMAG00000001715,ENSXMAG00000001988,ENSXMAG00000003252,ENSXMAG00000004343,ENSXMAG00000005726,ENSXMAG00000007297,ENSXMAG00000007925,ENSXMAG00000008989,ENSXMAG00000010489,ENSXMAG00000010647,ENSXMAG00000010783,ENSXMAG00000011587,ENSXMAG00000011996,ENSXMAG00000014199,ENSXMAG00000014745,ENSXMAG00000015758,ENSXMAG00000016012,ENSXMAG00000017078,ENSXMAG00000017867,ENSXMAG00000018640,ENSXMAG00000018876,ENSXMAG00000018964,ENSXMAG00000000088,ENSXMAG00000001089,ENSXMAG00000001854,ENSXMAG00000001924,ENSXMAG00000002096,ENSXMAG00000002646,ENSXMAG00000004073,ENSXMAG00000004218,ENSXMAG00000004666,ENSXMAG00000005193,ENSXMAG00000005227,ENSXMAG00000005617,ENSXMAG00000005754,ENSXMAG00000006856,ENSXMAG00000007732,ENSXMAG00000007774,ENSXMAG00000009416,ENSXMAG00000009477,ENSXMAG00000010645,ENSXMAG00000010656,ENSXMAG00000011216,ENSXMAG00000011693,ENSXMAG00000012337,ENSXMAG00000012490,ENSXMAG00000013746,ENSXMAG00000014536,ENSXMAG00000015308,ENSXMAG00000016183,ENSXMAG00000016969,ENSXMAG00000017049,ENSXMAG00000017088,ENSXMAG00000017975,ENSXMAG00000018615,ENSXMAG00000020367,ENSXMAG00000000500,ENSXMAG00000000886,ENSXMAG00000000935,ENSXMAG00000002234,ENSXMAG00000002333,ENSXMAG00000002823,ENSXMAG00000002961,ENSXMAG00000003122,ENSXMAG00000003649,ENSXMAG00000004154,ENSXMAG00000004542,ENSXMAG00000005063,ENSXMAG00000005522,ENSXMAG00000005591,ENSXMAG00000005961,ENSXMAG00000005963,ENSXMAG00000006648,ENSXMAG00000007866,ENSXMAG00000008384,ENSXMAG00000008531,ENSXMAG00000009173,ENSXMAG00000009576,ENSXMAG00000010863,ENSXMAG00000011065,ENSXMAG00000011151,ENSXMAG00000011255,ENSXMAG00000011256,ENSXMAG00000011800,ENSXMAG00000012325,ENSXMAG00000012955,ENSXMAG00000015006,ENSXMAG00000015101,ENSXMAG00000015265,ENSXMAG00000015537,ENSXMAG00000016544,ENSXMAG00000016827,ENSXMAG00000018019,ENSXMAG00000019353	mbtps2,NAALADL2,SORL1,SGCZ,ddost,slc35c1,alcamb,vps33a,PCDH12,CACNA2D1,CALHM3,snx33,tapt1b,EPHB2,cyb561a3a,rims3,AVPR2,scn12aa,hsd11b2,abcg1,trhrb,anpeplb,ERBB4,rh50,stoml3b,cox6b1,THSD7A,DNAJC16,WASL,tmcc2,abca4a,TTC28,LCT,mc2r,gja8a,grm3,wfikkn1,chchd3a,notch1a,EFNA2,ASTN2,cxcr3.3,SLC4A2,PKD2L1,si:ch211-153b23.4,TMPRSS5,CACNB3,ADCY6,grm5b,DDR2,si:ch211-132b12.2,GPR135,SLC39A8,RELL1,GBA1,CRHR1,ngfrb,opn4xb,mybpc2a,SLC4A5,stx11a,STIM2,ADCY2,GPR139,sema6dl,malrd1,kcnc3a,asgrl1,slc1a7b,SLCO5A1,NTSR1,PCDH8,MAMDC2,NCSTN,WDPCP,cisd2,SPTBN4,gga3a,erbb4a,CHRNA9,NXPE3,slc66a3,tmem184c,SLC24A3,MERTK,dnajc18,GDPD4,plekhb2,CERS6,aifm1,hgs,gng2,KCNAB1,rnf130,si:dkey-190g11.3,GRM4,ttll9,SYT3,cand2
GO:0030016	0.000772989321935838	8.02163461538461	0.745083758193736	5	31	myofibril	ENSXMAG00000008583,ENSXMAG00000013411,ENSXMAG00000000321,ENSXMAG00000008943,ENSXMAG00000015932	tnnt1,TNNI2,casq1a,tnnt2e,ldb3b
GO:0030017	0.000772989321935838	8.02163461538461	0.745083758193736	5	31	sarcomere	ENSXMAG00000008583,ENSXMAG00000013411,ENSXMAG00000000321,ENSXMAG00000008943,ENSXMAG00000015932	tnnt1,TNNI2,casq1a,tnnt2e,ldb3b
